prompt,name_pair,location,prolog,referring_expression,target_object,referent_natural
"Casey and Skyler are in the library. Casey is tidying. Skyler is next to a keyboard on the table, a pencil on the floor, a monitor on the table, a garbage bag on the floor. Casey says to Skyler, 'pick it up'.",Casey and Skyler,library,"setting(library).
task(tidying).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, keyboard).
location(obj1, table).
object(obj2).
property(obj2, pencil).
location(obj2, floor).
object(obj3).
property(obj3, monitor).
location(obj3, table).
object(obj4).
property(obj4, garbage).
property(obj4, bag).
location(obj4, floor).
referring_expression(pick_it_up).",pick it up,object4,garbage bag
"Morgan and Riley are in the library. Morgan is tidying. Riley is next to a monitor on the table, a dirty mug on the floor, a broom on the table, a keyboard on the table, a paper clip on the floor, a notebook on the floor. Morgan says to Riley, 'pick it up'.",Morgan and Riley,library,"setting(library).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, monitor).
location(obj1, table).
object(obj2).
property(obj2, dirty).
property(obj2, mug).
location(obj2, floor).
object(obj3).
property(obj3, broom).
location(obj3, table).
object(obj4).
property(obj4, keyboard).
location(obj4, table).
object(obj5).
property(obj5, paper).
property(obj5, clip).
location(obj5, floor).
object(obj6).
property(obj6, notebook).
location(obj6, floor).
referring_expression(pick_it_up).",pick it up,object2,dirty mug
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a dirty plate on the floor, a notebook on the floor, a monitor on the table, a pencil on the floor, a broom on the table. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dirty).
property(obj1, plate).
location(obj1, floor).
object(obj2).
property(obj2, notebook).
location(obj2, floor).
object(obj3).
property(obj3, monitor).
location(obj3, table).
object(obj4).
property(obj4, pencil).
location(obj4, floor).
object(obj5).
property(obj5, broom).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object1,dirty plate
"Morgan and Riley are in the library. Morgan is tidying. Riley is next to a rug on the floor, a broom on the table, a vase on the table, a dirty mug on the floor, a paper clip on the floor. Morgan says to Riley, 'pick it up'.",Morgan and Riley,library,"setting(library).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, rug).
location(obj1, floor).
object(obj2).
property(obj2, broom).
location(obj2, table).
object(obj3).
property(obj3, vase).
location(obj3, table).
object(obj4).
property(obj4, dirty).
property(obj4, mug).
location(obj4, floor).
object(obj5).
property(obj5, paper).
property(obj5, clip).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object4,dirty mug
"Cameron and Charlie are in the library. Cameron is tidying. Charlie is next to a keyboard on the table, a paper clip on the floor, a lamp on the table, a vase on the table, a dirty mug on the floor. Cameron says to Charlie, 'pick it up'.",Cameron and Charlie,library,"setting(library).
task(tidying).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, keyboard).
location(obj1, table).
object(obj2).
property(obj2, paper).
property(obj2, clip).
location(obj2, floor).
object(obj3).
property(obj3, lamp).
location(obj3, table).
object(obj4).
property(obj4, vase).
location(obj4, table).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,dirty mug
"Alex and Bailey are in the library. Alex is tidying. Bailey is next to a monitor on the table, a vase on the table, a rug on the floor, a pencil on the floor, a dirty mug on the floor. Alex says to Bailey, 'pick it up'.",Alex and Bailey,library,"setting(library).
task(tidying).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, monitor).
location(obj1, table).
object(obj2).
property(obj2, vase).
location(obj2, table).
object(obj3).
property(obj3, rug).
location(obj3, floor).
object(obj4).
property(obj4, pencil).
location(obj4, floor).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,dirty mug
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a calendar on the table, a vase on the table, a pencil on the floor, a paper clip on the floor, a plant on the table, a garbage bag on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, calendar).
location(obj1, table).
object(obj2).
property(obj2, vase).
location(obj2, table).
object(obj3).
property(obj3, pencil).
location(obj3, floor).
object(obj4).
property(obj4, paper).
property(obj4, clip).
location(obj4, floor).
object(obj5).
property(obj5, plant).
location(obj5, table).
object(obj6).
property(obj6, garbage).
property(obj6, bag).
location(obj6, floor).
referring_expression(pick_it_up).",pick it up,object6,garbage bag
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a vase on the table, a pencil on the floor, a broom on the table, a dirty mug on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, vase).
location(obj1, table).
object(obj2).
property(obj2, pencil).
location(obj2, floor).
object(obj3).
property(obj3, broom).
location(obj3, table).
object(obj4).
property(obj4, dirty).
property(obj4, mug).
location(obj4, floor).
referring_expression(pick_it_up).",pick it up,object4,dirty mug
"Casey and Skyler are in the library. Casey is tidying. Skyler is next to a book on the floor, a plant on the table, a trash on the floor, a vase on the table, a monitor on the table. Casey says to Skyler, 'pick it up'.",Casey and Skyler,library,"setting(library).
task(tidying).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, book).
location(obj1, floor).
object(obj2).
property(obj2, plant).
location(obj2, table).
object(obj3).
property(obj3, trash).
location(obj3, floor).
object(obj4).
property(obj4, vase).
location(obj4, table).
object(obj5).
property(obj5, monitor).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object3,trash
"Cameron and Charlie are in the library. Cameron is tidying. Charlie is next to a folder on the table, a lamp on the table, a pen on the floor, a notebook on the floor, a dirty plate on the floor. Cameron says to Charlie, 'pick it up'.",Cameron and Charlie,library,"setting(library).
task(tidying).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, folder).
location(obj1, table).
object(obj2).
property(obj2, lamp).
location(obj2, table).
object(obj3).
property(obj3, pen).
location(obj3, floor).
object(obj4).
property(obj4, notebook).
location(obj4, floor).
object(obj5).
property(obj5, dirty).
property(obj5, plate).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,dirty plate
"Morgan and Riley are in the library. Morgan is tidying. Riley is next to a monitor on the table, a dirty plate on the floor, a notebook on the floor, a book on the floor, a vase on the table. Morgan says to Riley, 'pick it up'.",Morgan and Riley,library,"setting(library).
task(tidying).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, monitor).
location(obj1, table).
object(obj2).
property(obj2, dirty).
property(obj2, plate).
location(obj2, floor).
object(obj3).
property(obj3, notebook).
location(obj3, floor).
object(obj4).
property(obj4, book).
location(obj4, floor).
object(obj5).
property(obj5, vase).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object2,dirty plate
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a pen on the floor, a dirty plate on the floor, a keyboard on the table, a paper clip on the floor, a calendar on the table. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, pen).
location(obj1, floor).
object(obj2).
property(obj2, dirty).
property(obj2, plate).
location(obj2, floor).
object(obj3).
property(obj3, keyboard).
location(obj3, table).
object(obj4).
property(obj4, paper).
property(obj4, clip).
location(obj4, floor).
object(obj5).
property(obj5, calendar).
location(obj5, table).
referring_expression(pick_it_up).",pick it up,object2,dirty plate
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a broom on the table, a paper clip on the floor, a keyboard on the table, a dirty plate on the floor, a lamp on the table, a pencil on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, broom).
location(obj1, table).
object(obj2).
property(obj2, paper).
property(obj2, clip).
location(obj2, floor).
object(obj3).
property(obj3, keyboard).
location(obj3, table).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
location(obj4, floor).
object(obj5).
property(obj5, lamp).
location(obj5, table).
object(obj6).
property(obj6, pencil).
location(obj6, floor).
referring_expression(pick_it_up).",pick it up,object4,dirty plate
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a broom on the table, a notebook on the floor, a book on the floor, a vase on the table, a plant on the table, a garbage bag on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, broom).
location(obj1, table).
object(obj2).
property(obj2, notebook).
location(obj2, floor).
object(obj3).
property(obj3, book).
location(obj3, floor).
object(obj4).
property(obj4, vase).
location(obj4, table).
object(obj5).
property(obj5, plant).
location(obj5, table).
object(obj6).
property(obj6, garbage).
property(obj6, bag).
location(obj6, floor).
referring_expression(pick_it_up).",pick it up,object6,garbage bag
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a pencil on the floor, a plant on the table, a lamp on the table, a vase on the table, a dirty shoe on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, pencil).
location(obj1, floor).
object(obj2).
property(obj2, plant).
location(obj2, table).
object(obj3).
property(obj3, lamp).
location(obj3, table).
object(obj4).
property(obj4, vase).
location(obj4, table).
object(obj5).
property(obj5, dirty).
property(obj5, shoe).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object5,dirty shoe
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a pen on the floor, a keyboard on the table, a calendar on the table, a dirty mug on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, pen).
location(obj1, floor).
object(obj2).
property(obj2, keyboard).
location(obj2, table).
object(obj3).
property(obj3, calendar).
location(obj3, table).
object(obj4).
property(obj4, dirty).
property(obj4, mug).
location(obj4, floor).
referring_expression(pick_it_up).",pick it up,object4,dirty mug
"Cameron and Charlie are in the library. Cameron is tidying. Charlie is next to a vase on the table, a dirty shoe on the floor, a plant on the table, a rug on the floor. Cameron says to Charlie, 'pick it up'.",Cameron and Charlie,library,"setting(library).
task(tidying).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, vase).
location(obj1, table).
object(obj2).
property(obj2, dirty).
property(obj2, shoe).
location(obj2, floor).
object(obj3).
property(obj3, plant).
location(obj3, table).
object(obj4).
property(obj4, rug).
location(obj4, floor).
referring_expression(pick_it_up).",pick it up,object2,dirty shoe
"Jordan and Taylor are in the library. Jordan is tidying. Taylor is next to a plant on the table, a pen on the floor, a dirty mug on the floor, a broom on the table, a book on the floor. Jordan says to Taylor, 'pick it up'.",Jordan and Taylor,library,"setting(library).
task(tidying).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, plant).
location(obj1, table).
object(obj2).
property(obj2, pen).
location(obj2, floor).
object(obj3).
property(obj3, dirty).
property(obj3, mug).
location(obj3, floor).
object(obj4).
property(obj4, broom).
location(obj4, table).
object(obj5).
property(obj5, book).
location(obj5, floor).
referring_expression(pick_it_up).",pick it up,object3,dirty mug
